TIMESTAMP	BottomLeftCalcul_SensorsKG	BottomRightCalcul_SensorsKG	TopLeftCalcul_SensorsKG	TopRightCalcul_SensorsKG
0.0024003	-49.20325	39.76699	-11.29412	19.11162
0.0073035	-49.20325	39.76699	-11.29412	20.12364
0.0128764	-49.20325	39.76699	-11.29412	20.12364
0.0170867	-49.20325	39.76699	-11.29412	20.12364
0.0226486	-49.20325	38.29126	-10.47059	20.12364
0.0273544	-49.20325	38.29126	-10.47059	20.12364
0.029387	-50.03252	38.29126	-10.47059	20.12364
0.040772	-50.03252	38.29126	-10.47059	20.12364
0.0442032	-50.03252	38.29126	-10.47059	20.12364
0.0442032	-50.03252	38.29126	-10.47059	20.12364
0.0579989	-50.03252	37.16505	-10.47059	20.12364
0.0591006	-50.03252	37.16505	-9.803922	20.12364
0.0591006	-50.50639	37.16505	-9.803922	20.12364
0.0591006	-50.50639	37.16505	-9.803922	20.12364
0.0744354	-50.50639	37.16505	-9.803922	20.74642
0.091996	-50.50639	37.16505	-9.803922	20.74642
0.0942263	-50.50639	36.50486	-9.803922	20.74642
0.0942263	-49.83508	36.50486	-9.137255	20.74642
0.1077209	-49.83508	36.50486	-9.137255	20.74642
0.1088217	-49.83508	36.50486	-9.137255	20.59073
0.1088217	-49.83508	36.50486	-9.137255	20.59073
0.1088217	-49.83508	35.53398	-9.137255	20.59073
0.1245067	-49.83508	35.53398	-9.137255	20.59073
0.1245067	-49.83508	35.53398	-8.352942	20.59073
0.1245067	-49.83508	35.53398	-8.352942	20.59073
0.1410225	-49.51917	35.53398	-8.352942	20.59073
0.1442081	-49.51917	35.53398	-8.352942	20.59073
0.1442081	-49.51917	35.53398	-8.352942	19.61763
0.1577677	-49.51917	35.68932	-8.352942	19.61763
0.1577677	-49.51917	35.68932	-8.352942	19.61763
0.1577677	-49.51917	35.68932	-8	19.61763
0.1746039	-49.51917	35.68932	-8	19.61763
0.1746039	-48.53194	35.68932	-8	19.61763
0.1746039	-48.53194	35.68932	-8	19.11162
0.1908549	-48.53194	35.68932	-8	19.11162
0.1941942	-48.53194	35.68932	-8	19.11162
0.1941942	-48.53194	35.68932	-7.843137	19.11162
0.1941942	-48.53194	35.68932	-7.843137	19.11162
0.2112517	-47.22881	35.68932	-7.843137	19.11162
0.2142542	-47.22881	35.68932	-7.843137	19.11162
0.2142542	-47.22881	35.68932	-7.843137	18.48884
0.2142542	-47.22881	35.68932	-7.843137	18.48884
0.2312784	-47.22881	34.87379	-7.843137	18.48884
0.237051	-47.22881	34.87379	-8.352942	18.48884
0.2392165	-47.22881	34.87379	-8.352942	18.48884
0.2392165	-46.24158	34.87379	-8.352942	18.48884
0.2392165	-46.24158	34.87379	-8.352942	18.48884
0.2563221	-46.24158	34.87379	-8.352942	17.00973
0.2592708	-46.24158	34.87379	-8.352942	17.00973
0.2592708	-46.24158	34.71844	-8.352942	17.00973
0.2592708	-46.24158	34.71844	-8.352942	17.00973
0.2763683	-46.24158	34.71844	-7.529412	17.00973
0.2792904	-45.0964	34.71844	-7.529412	17.00973
0.2792904	-45.0964	34.71844	-7.529412	17.00973
0.2792904	-45.0964	34.71844	-7.529412	16.65942
0.2963028	-45.0964	34.71844	-7.529412	16.65942
0.2992263	-45.0964	34.56311	-7.529412	16.65942
0.2992263	-45.0964	34.56311	-7.529412	16.65942
0.2992263	-45.0964	34.56311	-7.529412	16.65942
0.315062	-45.0964	34.56311	-7.529412	16.65942
0.315062	-44.26713	34.56311	-7.529412	16.65942
0.315062	-44.26713	34.56311	-7.529412	14.86892
0.3306874	-44.26713	34.56311	-7.529412	14.86892
0.3306874	-44.26713	33.39806	-7.529412	14.86892
0.3306874	-44.26713	33.39806	-7.529412	14.86892
0.3462858	-44.26713	33.39806	-7.019608	14.86892
0.3525953	-44.26713	33.39806	-7.019608	14.86892
0.3575372	-44.26713	33.39806	-7.019608	14.86892
0.3622178	-44.26713	33.39806	-7.019608	14.86892
0.3672012	-44.26713	33.39806	-7.019608	15.02461
0.372313	-44.26713	33.5534	-7.019608	15.02461
0.3777353	-44.26713	33.5534	-7.019608	15.02461
0.3777353	-44.26713	33.5534	-5.882353	15.02461
0.3879226	-44.26713	33.5534	-5.882353	15.02461
0.4027541	-43.43786	33.5534	-5.882353	15.02461
