TIMESTAMP	BottomLeftCalcul_SensorsKG	BottomRightCalcul_SensorsKG	TopLeftCalcul_SensorsKG	TopRightCalcul_SensorsKG
0.0049072	-46.24158	16.27184	-26.78431	-6.227819
0.0092009	-45.92567	16.27184	-26.78431	-6.227819
0.0147572	-45.92567	16.27184	-26.78431	-6.227819
0.0198412	-45.92567	16.27184	-26.78431	-6.227819
0.0246085	-45.92567	16.27184	-26.78431	-6.889525
0.0286257	-45.92567	16.62136	-26.78431	-6.889525
0.0344701	-45.92567	16.62136	-26.78431	-6.889525
0.0383276	-45.92567	16.62136	-27.09804	-6.889525
0.0411598	-45.92567	16.62136	-27.09804	-6.889525
0.0496432	-45.0964	16.62136	-27.09804	-6.889525
0.0517463	-45.0964	16.62136	-27.09804	-6.889525
0.0517463	-45.0964	16.62136	-27.09804	-6.383514
0.0648141	-45.0964	17.08738	-27.09804	-6.383514
0.0696092	-45.0964	17.08738	-27.09804	-6.383514
0.0696092	-45.0964	17.08738	-27.60784	-6.383514
0.079282	-45.0964	17.08738	-27.60784	-6.383514
0.0836732	-44.93844	17.08738	-27.60784	-6.383514
0.0865643	-44.93844	17.08738	-27.60784	-6.383514
0.0865643	-44.93844	17.08738	-27.60784	-6.383514
0.0988218	-44.93844	17.08738	-27.60784	-6.383514
0.1009216	-44.93844	16.7767	-27.60784	-6.383514
0.1009216	-44.93844	16.7767	-28.23529	-6.383514
0.1009216	-44.93844	16.7767	-28.23529	-6.383514
0.1168249	-44.42509	16.7767	-28.23529	-6.383514
0.1168249	-44.42509	16.7767	-28.23529	-6.383514
0.1168249	-44.42509	16.7767	-28.23529	-6.227819
0.1330575	-44.42509	16.7767	-28.23529	-6.227819
0.1360962	-44.42509	16.7767	-28.23529	-6.227819
0.1360962	-44.42509	16.7767	-28.07843	-6.227819
0.1496954	-44.42509	16.7767	-28.07843	-6.227819
0.1508011	-44.26713	16.7767	-28.07843	-6.227819
0.1508011	-44.26713	16.7767	-28.07843	-6.227819
0.1508011	-44.26713	16.7767	-28.07843	-6.733829
0.1667792	-44.26713	16.7767	-28.07843	-6.733829
0.1667792	-44.26713	17.28155	-28.07843	-6.733829
0.1667792	-44.26713	17.28155	-28.07843	-6.733829
0.1830993	-44.26713	17.28155	-28.7451	-6.733829
0.1861868	-45.0964	17.28155	-28.7451	-6.733829
0.1861868	-45.0964	17.28155	-28.7451	-6.733829
0.1988533	-45.0964	17.28155	-28.7451	-6.227819
0.2009613	-45.0964	17.28155	-28.7451	-6.227819
0.2009613	-45.0964	16.7767	-28.7451	-6.227819
0.2009613	-45.0964	16.7767	-28.7451	-6.227819
0.216818	-45.0964	16.7767	-27.92157	-6.227819
0.216818	-45.0964	16.7767	-27.92157	-6.227819
0.216818	-45.25436	16.7767	-27.92157	-6.227819
0.2340382	-45.25436	16.7767	-27.92157	-6.227819
0.2360768	-45.25436	16.7767	-27.92157	-6.227819
0.2360768	-45.25436	16.7767	-27.92157	-6.227819
0.2488651	-45.25436	16.7767	-27.92157	-6.227819
0.2509685	-45.25436	16.7767	-27.92157	-6.227819
0.2509685	-45.25436	16.7767	-27.92157	-6.227819
0.2509685	-44.78049	16.7767	-27.92157	-6.227819
0.2668005	-44.78049	16.7767	-27.92157	-6.227819
0.2668005	-44.78049	16.7767	-27.92157	-6.383514
0.2668005	-44.78049	16.27184	-27.92157	-6.383514
0.282813	-44.78049	16.27184	-27.92157	-6.383514
0.2861882	-44.78049	16.27184	-27.2549	-6.383514
0.2861882	-44.78049	16.27184	-27.2549	-6.383514
0.3020442	-45.57027	16.27184	-27.2549	-6.383514
0.3020442	-45.57027	16.27184	-27.2549	-6.383514
0.3176867	-45.57027	16.27184	-27.2549	-5.916428
0.3176867	-45.57027	16.27184	-27.2549	-5.916428
0.3176867	-45.57027	16.27184	-27.2549	-5.916428
0.3333025	-45.57027	16.27184	-27.2549	-5.916428
0.3333025	-45.57027	16.27184	-27.2549	-5.916428
0.3333025	-45.57027	16.27184	-27.2549	-5.916428
0.348917	-45.57027	16.27184	-27.2549	-5.916428
0.351123	-45.57027	15.65049	-27.2549	-5.916428
0.351123	-45.57027	15.65049	-26.62745	-5.916428
0.351123	-45.57027	15.65049	-26.62745	-5.916428
0.3670067	-45.92567	15.65049	-26.62745	-5.916428
0.3712685	-45.92567	15.65049	-26.62745	-5.916428
0.3712685	-45.92567	15.65049	-26.62745	-5.410418
0.3712685	-45.92567	15.65049	-26.62745	-5.410418
0.3870814	-45.92567	14.99029	-26.62745	-5.410418
0.3870814	-45.92567	14.99029	-26.62745	-5.410418
0.3870814	-45.92567	14.99029	-25.96078	-5.410418
0.4039915	-46.91289	14.99029	-25.96078	-5.410418
0.406126	-46.91289	14.99029	-25.96078	-5.410418
0.406126	-46.91289	14.99029	-25.96078	-4.943331
0.406126	-46.91289	14.99029	-25.96078	-4.943331
0.4219892	-46.91289	15.14563	-25.96078	-4.943331
0.4219892	-46.91289	15.14563	-25.96078	-4.943331
0.4219892	-46.91289	15.14563	-25.13725	-4.943331
0.4376086	-46.91289	15.14563	-25.13725	-4.943331
0.4376086	-47.54472	15.14563	-25.13725	-4.943331
0.4376086	-47.54472	15.14563	-25.13725	-4.943331
0.4532355	-47.54472	15.14563	-25.13725	-4.593017
0.4532355	-47.54472	14.3301	-25.13725	-4.593017
0.4532355	-47.54472	14.3301	-25.13725	-4.593017
0.468858	-47.54472	14.3301	-24.31373	-4.593017
0.4711559	-47.54472	14.3301	-24.31373	-4.593017
0.4711559	-47.90012	14.3301	-24.31373	-4.593017
0.4711559	-47.90012	14.3301	-24.31373	-4.593017
0.4883074	-47.90012	14.3301	-24.31373	-4.281626
0.4912507	-47.90012	13.82524	-24.31373	-4.281626
0.4912507	-47.90012	13.82524	-24.31373	-4.281626
0.4912507	-47.90012	13.82524	-23.68627	-4.281626
0.5070798	-47.90012	13.82524	-23.68627	-4.281626
0.5070798	-49.0453	13.82524	-23.68627	-4.281626
0.5070798	-49.0453	13.82524	-23.68627	-4.281626
0.5226973	-49.0453	13.82524	-23.68627	-4.281626
0.5226973	-49.0453	13.82524	-23.68627	-4.281626
0.5226973	-49.0453	13.82524	-23.68627	-3.775615
0.538319	-49.0453	13.51456	-23.68627	-3.775615
