TIMESTAMP	BottomLeftCalcul_SensorsKG	BottomRightCalcul_SensorsKG	TopLeftCalcul_SensorsKG	TopRightCalcul_SensorsKG
0.0047792	92.43324	93.01595	70.77312	76.48073
0.0094731	92.43324	93.01595	70.77312	76.48073
0.0133974	92.43324	93.01595	70.77312	77.29025
0.0187301	92.43324	93.01595	70.77312	77.29025
0.0240517	92.43324	92.70615	70.77312	77.29025
0.0293234	92.43324	92.70615	71.28088	77.29025
0.0304237	92.43324	92.70615	71.28088	77.29025
0.0441346	91.30315	92.70615	71.28088	77.29025
0.0441346	91.30315	92.70615	71.28088	77.29025
0.0542506	91.30315	92.70615	71.28088	78.09977
0.0563577	91.30315	92.70615	71.28088	78.09977
0.0563577	91.30315	91.69932	71.28088	78.09977
0.0656001	91.30315	91.69932	71.08559	78.09977
0.0717364	91.30315	91.69932	71.08559	78.09977
0.0717364	91.30315	91.69932	71.08559	78.09977
0.0717364	91.30315	91.69932	71.08559	78.25397
0.0889768	91.30315	91.69932	71.08559	78.25397
0.0909738	91.30315	90.88611	71.08559	78.25397
0.099095	91.30315	90.88611	71.08559	78.25397
0.1007486	91.30315	90.88611	71.08559	78.25397
0.1064661	91.30315	90.88611	71.08559	78.25397
0.1064661	90.64069	90.88611	71.08559	78.25397
0.121874	90.64069	90.88611	71.08559	78.25397
0.121874	90.64069	90.88611	71.08559	78.25397
0.121874	90.64069	91.23463	71.08559	78.25397
0.1388031	90.64069	91.23463	72.25732	78.25397
0.1403516	90.64069	91.23463	72.25732	78.25397
0.1403516	90.64069	91.23463	72.25732	78.25397
0.1403516	90.64069	91.23463	72.25732	78.25397
0.155397	90.64069	91.23463	72.25732	78.09977
0.155397	90.64069	91.38952	72.25732	78.09977
0.155397	90.64069	91.38952	72.25732	78.09977
0.171949	90.64069	91.38952	72.25732	78.09977
0.171949	90.64069	91.38952	72.25732	78.09977
0.171949	90.79656	91.38952	72.25732	78.09977
0.1890291	90.79656	91.38952	72.25732	78.09977
0.1903059	90.79656	91.38952	72.25732	78.09977
0.2053551	90.79656	91.38952	72.25732	78.09977
0.2053551	90.79656	91.38952	72.25732	78.09977
0.2053551	90.79656	91.38952	72.06203	78.09977
0.2216635	90.48482	91.38952	72.06203	78.09977
0.2216635	90.48482	91.38952	72.06203	77.59864
0.2216635	90.48482	91.38952	72.06203	77.59864
0.238742	90.48482	91.89294	72.06203	77.59864
