TIMESTAMP	BottomLeftCalcul_SensorsKG	BottomRightCalcul_SensorsKG	TopLeftCalcul_SensorsKG	TopRightCalcul_SensorsKG
0.0047958	125.9072	106.0273	56.7451	32.69605
0.0098772	125.9072	106.0273	56.7451	32.69605
0.0247338	125.9072	105.5239	56.7451	32.69605
0.0296266	125.9072	105.5239	56.7451	32.69605
0.0296266	125.9072	105.5239	57.2549	32.69605
0.0400608	125.9072	105.5239	57.2549	32.69605
0.0435456	125.9072	105.5239	57.2549	32.69605
0.0603458	125.9072	106.0273	57.2549	32.69605
0.0603458	125.9072	106.0273	57.2549	32.69605
0.079718	125.9072	106.0273	57.09804	32.69605
0.079718	126.4138	106.0273	57.09804	32.38466
0.0900478	126.4138	106.0273	57.09804	32.38466
0.0925202	126.4138	106.0273	57.2549	32.38466
0.0925202	126.4138	106.0273	57.2549	32.38466
0.0925202	127.0372	106.0273	57.2549	32.38466
0.1093401	127.0372	106.0273	57.2549	32.38466
0.1109629	127.0372	106.0273	57.2549	31.72295
0.1109629	127.0372	106.0273	57.2549	31.72295
0.1109629	127.0372	106.3371	57.2549	31.72295
0.126255	127.0372	106.3371	57.2549	31.72295
0.126255	127.0372	106.3371	56.43137	31.72295
0.126255	127.5438	106.3371	56.43137	31.72295
0.1422756	127.5438	106.3371	56.43137	31.72295
0.1422756	127.5438	106.3371	56.43137	31.56726
0.1422756	127.5438	106.3371	56.43137	31.56726
0.158334	127.5438	106.1822	56.43137	31.56726
0.1611371	127.5438	106.1822	56.43137	31.56726
0.1611371	127.5438	106.1822	56.94118	31.56726
0.1611371	127.5438	106.1822	56.94118	31.56726
0.1769105	127.8556	106.1822	56.94118	31.56726
0.1769105	127.8556	106.1822	56.94118	31.87865
0.1769105	127.8556	106.1822	56.94118	31.87865
0.1925335	127.8556	105.8724	56.94118	31.87865
0.1925335	127.8556	105.8724	56.94118	31.87865
0.1925335	127.8556	105.8724	56.58823	31.87865
0.2095048	127.8556	105.8724	56.58823	31.87865
0.2109297	127.349	105.8724	56.58823	31.87865
0.2268316	127.349	105.8724	56.58823	31.87865
0.2268316	127.349	105.8724	56.58823	31.21694
0.2268316	127.349	105.7175	56.58823	31.21694
0.2438922	127.349	105.7175	57.09804	31.21694
0.2461115	127.8556	105.7175	57.09804	31.21694
0.2461115	127.8556	105.7175	57.09804	31.21694
0.2461115	127.8556	105.7175	57.09804	31.87865
0.2620234	127.8556	105.7175	57.09804	31.87865
0.2620234	127.8556	105.8724	57.09804	31.87865
0.2620234	127.8556	105.8724	56.58823	31.87865
0.2776839	127.8556	105.8724	56.58823	31.87865
0.2813388	127.5438	105.8724	56.58823	31.87865
0.2813388	127.5438	105.8724	56.58823	31.87865
0.2813388	127.5438	105.8724	56.58823	31.87865
